,rxn_smarts
1517,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1518,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1519,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1520,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1521,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1522,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1523,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1524,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>CC(C)(C)P(C(C)(C)C)C(C)(C)C).>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1525,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1526,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1527,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>C1CCCCC1P(C1CCCCC1)C1CCCCC1.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1528,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1529,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1530,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1531,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1532,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1533,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1534,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1535,C1=CC2=C(C=CC(=C2)I)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B(O)O>.>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1536,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1537,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1538,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1539,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1540,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1541,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1542,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1543,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1544,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1545,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1546,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1547,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1548,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1549,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1550,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1551,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1552,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1553,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1554,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1555,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1556,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1557,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1558,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1559,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1560,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1561,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1562,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1563,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1564,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1565,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1566,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1567,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1568,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1569,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1570,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1571,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1572,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1573,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1574,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1575,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1576,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1577,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1578,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1579,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1580,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1581,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1582,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1583,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1584,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1585,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1586,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1587,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1588,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1589,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1590,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1591,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
1592,C1=CC2=C(C=CC(=C2)OS(=O)(=O)C(F)(F)F)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
