,rxn_smarts
1273,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1274,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
1275,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1276,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1277,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
1278,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1279,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1280,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1281,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1282,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
1283,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1284,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C(OCC)=O)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
1285,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1286,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(N2C=CC=C2)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
1287,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
1288,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1289,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC(C2=CC=CC=C2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1290,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=C(C(OCC)=O)C=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
1291,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1292,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1293,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
1294,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1295,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
1296,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1297,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.FC(C=CC=C1F)=C1C2=CC=NO2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1298,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1299,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
1300,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C(OCC)=O)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
1301,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1302,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1303,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
1304,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=CON=C1C=CC=C2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1305,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1306,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
1307,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
1308,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
1309,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.FC(C=CC=C1F)=C1C2=CC=NO2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1310,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1311,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1312,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1313,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1314,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
1315,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1316,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
1317,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1318,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C12=C(C=CC=C2)ON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
1319,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1320,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
1321,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
1322,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1323,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
1324,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1325,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1326,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
1327,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1328,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1329,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(N2C=CC=C2)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1330,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
1331,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
1332,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
1333,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1334,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1335,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
1336,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
1337,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
1338,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1339,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.FC(C=CC=C1F)=C1C2=CC=NO2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
1340,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CCOC(C1=NOC=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1341,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1342,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
1343,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
